date,source,destination,transfer_type,gb_transferred,cost
2026-06-12,service-4,service-5,VPC-peering,2126.89,21.27
2026-06-12,service-5,service-6,cross-AZ,1226.12,12.26
2026-06-12,service-6,service-7,cross-region,2089.79,41.8
2026-06-12,service-7,service-8,internet-egress,1975.67,88.9
2026-06-12,service-8,service-9,VPC-peering,1711.41,17.11
2026-06-12,service-9,service-10,cross-AZ,1168.36,11.68
2026-06-12,service-10,service-11,cross-region,752.57,15.05
2026-06-12,service-11,service-12,internet-egress,2166.07,97.47
2026-06-12,service-12,service-1,VPC-peering,1656.62,16.57
2026-06-12,service-1,service-2,cross-AZ,2015.24,20.15
2026-06-12,service-2,service-3,cross-region,1424.72,28.49
2026-06-12,service-3,service-4,internet-egress,512.48,23.06
2026-06-12,service-4,service-5,VPC-peering,2450.65,24.51
2026-06-12,service-5,service-6,cross-AZ,538.57,5.39
2026-06-12,service-6,service-7,cross-region,2286.98,45.74
2026-06-12,service-7,service-8,internet-egress,599.53,26.98
2026-06-12,service-8,service-9,VPC-peering,997.0,9.97
2026-06-13,service-1,service-2,cross-AZ,1156.2,11.56
2026-06-13,service-2,service-3,cross-region,2311.3,46.23
2026-06-13,service-3,service-4,internet-egress,2231.68,100.43
2026-06-13,service-4,service-5,VPC-peering,2075.73,20.76
2026-06-13,service-5,service-6,cross-AZ,1004.02,10.04
2026-06-13,service-6,service-7,cross-region,110.78,2.22
2026-06-13,service-7,service-8,internet-egress,1735.8,78.11
2026-06-13,service-8,service-9,VPC-peering,1086.29,10.86
2026-06-13,service-9,service-10,cross-AZ,1916.94,19.17
2026-06-13,service-10,service-11,cross-region,2007.64,40.15
2026-06-13,service-11,service-12,internet-egress,1155.34,51.99
2026-06-13,service-12,service-1,VPC-peering,1895.45,18.95
2026-06-13,service-1,service-2,cross-AZ,2115.85,21.16
2026-06-13,service-2,service-3,cross-region,2328.34,46.57
2026-06-13,service-3,service-4,internet-egress,1497.89,67.41
2026-06-13,service-4,service-5,VPC-peering,1968.35,19.68
2026-06-13,service-5,service-6,cross-AZ,1286.96,12.87
2026-06-13,service-6,service-7,cross-region,199.99,4.0
2026-06-13,service-7,service-8,internet-egress,472.53,21.26
2026-06-13,service-8,service-9,VPC-peering,407.74,4.08
2026-06-14,service-1,service-2,cross-AZ,512.24,5.12
2026-06-14,service-2,service-3,cross-region,124.51,2.49
2026-06-14,service-3,service-4,internet-egress,2160.9,97.24
2026-06-14,service-4,service-5,VPC-peering,1444.36,14.44
2026-06-14,service-5,service-6,cross-AZ,1019.56,10.2
2026-06-14,service-6,service-7,cross-region,1083.47,21.67
2026-06-14,service-7,service-8,internet-egress,1212.04,54.54
2026-06-14,service-8,service-9,VPC-peering,277.32,2.77
2026-06-14,service-9,service-10,cross-AZ,759.2,7.59
2026-06-14,service-10,service-11,cross-region,2143.9,42.88
2026-06-14,service-11,service-12,internet-egress,1884.82,84.82
2026-06-14,service-12,service-1,VPC-peering,1452.17,14.52
2026-06-14,service-1,service-2,cross-AZ,1253.69,12.54
2026-06-14,service-2,service-3,cross-region,721.54,14.43
2026-06-14,service-3,service-4,internet-egress,1231.01,55.4
2026-06-14,service-4,service-5,VPC-peering,1534.85,15.35
2026-06-14,service-5,service-6,cross-AZ,1810.33,18.1
2026-06-14,service-6,service-7,cross-region,499.94,10.0
2026-06-14,service-7,service-8,internet-egress,2051.46,92.32
2026-06-14,service-8,service-9,VPC-peering,929.95,9.3
2026-06-15,service-1,service-2,cross-AZ,1307.82,13.08
2026-06-15,service-2,service-3,cross-region,1558.97,31.18
2026-06-15,service-3,service-4,internet-egress,1271.43,57.21
2026-06-15,service-4,service-5,VPC-peering,1472.7,14.73
2026-06-15,service-5,service-6,cross-AZ,367.66,3.68
2026-06-15,service-6,service-7,cross-region,1137.17,22.74
2026-06-15,service-7,service-8,internet-egress,773.12,34.79
2026-06-15,service-8,service-9,VPC-peering,306.46,3.06
2026-06-15,service-9,service-10,cross-AZ,559.96,5.6
2026-06-15,service-10,service-11,cross-region,1545.87,30.92
2026-06-15,service-11,service-12,internet-egress,572.05,25.74
2026-06-15,service-12,service-1,VPC-peering,534.55,5.35
2026-06-15,service-1,service-2,cross-AZ,1426.79,14.27
2026-06-15,service-2,service-3,cross-region,2271.29,45.43
2026-06-15,service-3,service-4,internet-egress,1992.86,89.68
2026-06-15,service-4,service-5,VPC-peering,2272.21,22.72
2026-06-15,service-5,service-6,cross-AZ,1499.15,14.99
2026-06-15,service-6,service-7,cross-region,1083.83,21.68
2026-06-15,service-7,service-8,internet-egress,1851.14,83.3
2026-06-15,service-8,service-9,VPC-peering,727.27,7.27
2026-06-16,service-1,service-2,cross-AZ,287.33,2.87
2026-06-16,service-2,service-3,cross-region,927.08,18.54
2026-06-16,service-3,service-4,internet-egress,818.17,36.82
2026-06-16,service-4,service-5,VPC-peering,1721.29,17.21
2026-06-16,service-5,service-6,cross-AZ,1423.27,14.23
2026-06-16,service-6,service-7,cross-region,431.83,8.64
2026-06-16,service-7,service-8,internet-egress,2280.41,102.62
2026-06-16,service-8,service-9,VPC-peering,1524.01,15.24
2026-06-16,service-9,service-10,cross-AZ,1198.44,11.98
2026-06-16,service-10,service-11,cross-region,2349.27,46.99
2026-06-16,service-11,service-12,internet-egress,333.52,15.01
2026-06-16,service-12,service-1,VPC-peering,1995.02,19.95
2026-06-16,service-1,service-2,cross-AZ,975.2,9.75
2026-06-16,service-2,service-3,cross-region,1768.94,35.38
2026-06-16,service-3,service-4,internet-egress,2333.74,105.02
2026-06-16,service-4,service-5,VPC-peering,1342.51,13.43
2026-06-16,service-5,service-6,cross-AZ,154.33,1.54
2026-06-16,service-6,service-7,cross-region,169.24,3.38
2026-06-16,service-7,service-8,internet-egress,893.35,40.2
2026-06-16,service-8,service-9,VPC-peering,1975.98,19.76
2026-06-17,service-1,service-2,cross-AZ,791.83,7.92
2026-06-17,service-2,service-3,cross-region,902.72,18.05
2026-06-17,service-3,service-4,internet-egress,1982.71,89.22
2026-06-17,service-4,service-5,VPC-peering,378.85,3.79
2026-06-17,service-5,service-6,cross-AZ,2132.35,21.32
2026-06-17,service-6,service-7,cross-region,737.9,14.76
2026-06-17,service-7,service-8,internet-egress,222.94,10.03
2026-06-17,service-8,service-9,VPC-peering,381.62,3.82
2026-06-17,service-9,service-10,cross-AZ,2386.13,23.86
2026-06-17,service-10,service-11,cross-region,1183.18,23.66
2026-06-17,service-11,service-12,internet-egress,715.45,32.2
2026-06-17,service-12,service-1,VPC-peering,1351.05,13.51
2026-06-17,service-1,service-2,cross-AZ,1737.63,17.38
2026-06-17,service-2,service-3,cross-region,865.12,17.3
2026-06-17,service-3,service-4,internet-egress,1840.65,82.83
2026-06-17,service-4,service-5,VPC-peering,705.4,7.05
2026-06-17,service-5,service-6,cross-AZ,369.61,3.7
2026-06-17,service-6,service-7,cross-region,1419.3,28.39
2026-06-17,service-7,service-8,internet-egress,462.68,20.82
2026-06-17,service-8,service-9,VPC-peering,2357.16,23.57
2026-06-18,service-1,service-2,cross-AZ,101.08,1.01
2026-06-18,service-2,service-3,cross-region,1913.67,38.27
2026-06-18,service-3,service-4,internet-egress,770.74,34.68
2026-06-18,service-4,service-5,VPC-peering,2130.61,21.31
2026-06-18,service-5,service-6,cross-AZ,244.36,2.44
2026-06-18,service-6,service-7,cross-region,2387.2,47.74
2026-06-18,service-7,service-8,internet-egress,343.35,15.45
2026-06-18,service-8,service-9,VPC-peering,1990.92,19.91
2026-06-18,service-9,service-10,cross-AZ,1341.62,13.42
2026-06-18,service-10,service-11,cross-region,1132.95,22.66
2026-06-18,service-11,service-12,internet-egress,772.37,34.76
2026-06-18,service-12,service-1,VPC-peering,2119.29,21.19
2026-06-18,service-1,service-2,cross-AZ,579.4,5.79
2026-06-18,service-2,service-3,cross-region,1830.98,36.62
2026-06-18,service-3,service-4,internet-egress,1169.9,52.65
2026-06-18,service-4,service-5,VPC-peering,2496.39,24.96
2026-06-18,service-5,service-6,cross-AZ,1567.36,15.67
2026-06-18,service-6,service-7,cross-region,350.06,7.0
2026-06-18,service-7,service-8,internet-egress,1106.85,49.81
2026-06-18,service-8,service-9,VPC-peering,259.12,2.59
2026-06-19,service-1,service-2,cross-AZ,785.57,7.86
2026-06-19,service-2,service-3,cross-region,923.96,18.48
2026-06-19,service-3,service-4,internet-egress,2147.62,96.64
2026-06-19,service-4,service-5,VPC-peering,2111.17,21.11
2026-06-19,service-5,service-6,cross-AZ,127.74,1.28
2026-06-19,service-6,service-7,cross-region,1377.47,27.55
2026-06-19,service-7,service-8,internet-egress,636.51,28.64
2026-06-19,service-8,service-9,VPC-peering,868.22,8.68
2026-06-19,service-9,service-10,cross-AZ,151.96,1.52
2026-06-19,service-10,service-11,cross-region,1899.39,37.99
2026-06-19,service-11,service-12,internet-egress,2381.42,107.16
2026-06-19,service-12,service-1,VPC-peering,626.24,6.26
2026-06-19,service-1,service-2,cross-AZ,920.25,9.2
2026-06-19,service-2,service-3,cross-region,595.44,11.91
2026-06-19,service-3,service-4,internet-egress,2332.12,104.95
2026-06-19,service-4,service-5,VPC-peering,122.45,1.22
2026-06-19,service-5,service-6,cross-AZ,1501.27,15.01
2026-06-19,service-6,service-7,cross-region,2189.83,43.8
2026-06-19,service-7,service-8,internet-egress,547.14,24.62
2026-06-19,service-8,service-9,VPC-peering,1515.99,15.16
2026-06-20,service-1,service-2,cross-AZ,221.56,2.22
2026-06-20,service-2,service-3,cross-region,2055.0,41.1
2026-06-20,service-3,service-4,internet-egress,758.63,34.14
2026-06-20,service-4,service-5,VPC-peering,2473.01,24.73
2026-06-20,service-5,service-6,cross-AZ,2312.82,23.13
2026-06-20,service-6,service-7,cross-region,1858.04,37.16
2026-06-20,service-7,service-8,internet-egress,1292.42,58.16
2026-06-20,service-8,service-9,VPC-peering,1939.81,19.4
2026-06-20,service-9,service-10,cross-AZ,413.46,4.13
2026-06-20,service-10,service-11,cross-region,844.48,16.89
2026-06-20,service-11,service-12,internet-egress,164.55,7.4
2026-06-20,service-12,service-1,VPC-peering,1648.06,16.48
2026-06-20,service-1,service-2,cross-AZ,2033.29,20.33
2026-06-20,service-2,service-3,cross-region,2371.09,47.42
2026-06-20,service-3,service-4,internet-egress,1747.62,78.64
2026-06-20,service-4,service-5,VPC-peering,1857.02,18.57
2026-06-20,service-5,service-6,cross-AZ,2249.09,22.49
2026-06-20,service-6,service-7,cross-region,2347.31,46.95
2026-06-20,service-7,service-8,internet-egress,1279.11,57.56
2026-06-20,service-8,service-9,VPC-peering,363.49,3.63
2026-06-21,service-1,service-2,cross-AZ,1219.4,12.19
2026-06-21,service-2,service-3,cross-region,1434.58,28.69
2026-06-21,service-3,service-4,internet-egress,1615.71,72.71
2026-06-21,service-4,service-5,VPC-peering,2474.28,24.74
2026-06-21,service-5,service-6,cross-AZ,2302.15,23.02
2026-06-21,service-6,service-7,cross-region,1051.27,21.03
2026-06-21,service-7,service-8,internet-egress,372.29,16.75
2026-06-21,service-8,service-9,VPC-peering,615.5,6.15
2026-06-21,service-9,service-10,cross-AZ,517.12,5.17
2026-06-21,service-10,service-11,cross-region,954.43,19.09
2026-06-21,service-11,service-12,internet-egress,2203.57,99.16
2026-06-21,service-12,service-1,VPC-peering,1151.12,11.51
2026-06-21,service-1,service-2,cross-AZ,1461.47,14.61
2026-06-21,service-2,service-3,cross-region,530.0,10.6
2026-06-21,service-3,service-4,internet-egress,1282.84,57.73
2026-06-21,service-4,service-5,VPC-peering,2196.71,21.97
2026-06-21,service-5,service-6,cross-AZ,1956.31,19.56
2026-06-21,service-6,service-7,cross-region,294.86,5.9
2026-06-21,service-7,service-8,internet-egress,2168.97,97.6
2026-06-21,service-8,service-9,VPC-peering,757.19,7.57
2026-06-22,service-1,service-2,cross-AZ,1697.72,16.98
2026-06-22,service-2,service-3,cross-region,451.32,9.03
2026-06-22,service-3,service-4,internet-egress,1719.15,77.36
2026-06-22,service-4,service-5,VPC-peering,185.68,1.86
2026-06-22,service-5,service-6,cross-AZ,1541.55,15.42
2026-06-22,service-6,service-7,cross-region,1650.26,33.01
2026-06-22,service-7,service-8,internet-egress,686.79,30.91
2026-06-22,service-8,service-9,VPC-peering,2348.74,23.49
2026-06-22,service-9,service-10,cross-AZ,210.33,2.1
2026-06-22,service-10,service-11,cross-region,2240.1,44.8
2026-06-22,service-11,service-12,internet-egress,1016.55,45.74
2026-06-22,service-12,service-1,VPC-peering,1813.4,18.13
2026-06-22,service-1,service-2,cross-AZ,1663.72,16.64
2026-06-22,service-2,service-3,cross-region,503.79,10.08
2026-06-22,service-3,service-4,internet-egress,865.6,38.95
2026-06-22,service-4,service-5,VPC-peering,1371.22,13.71
2026-06-22,service-5,service-6,cross-AZ,2131.62,21.32
2026-06-22,service-6,service-7,cross-region,2391.66,47.83
2026-06-22,service-7,service-8,internet-egress,149.41,6.72
2026-06-22,service-8,service-9,VPC-peering,946.14,9.46
2026-06-23,service-1,service-2,cross-AZ,1703.55,17.04
2026-06-23,service-2,service-3,cross-region,1366.55,27.33
2026-06-23,service-3,service-4,internet-egress,2363.25,106.35
2026-06-23,service-4,service-5,VPC-peering,140.73,1.41
2026-06-23,service-5,service-6,cross-AZ,1150.57,11.51
2026-06-23,service-6,service-7,cross-region,1705.13,34.1
2026-06-23,service-7,service-8,internet-egress,622.2,28.0
2026-06-23,service-8,service-9,VPC-peering,1842.09,18.42
2026-06-23,service-9,service-10,cross-AZ,294.95,2.95
2026-06-23,service-10,service-11,cross-region,1182.49,23.65
2026-06-23,service-11,service-12,internet-egress,1722.96,77.53
2026-06-23,service-12,service-1,VPC-peering,740.22,7.4
2026-06-23,service-1,service-2,cross-AZ,277.23,2.77
2026-06-23,service-2,service-3,cross-region,2396.85,47.94
2026-06-23,service-3,service-4,internet-egress,2293.18,103.19
2026-06-23,service-4,service-5,VPC-peering,2323.29,23.23
2026-06-23,service-5,service-6,cross-AZ,2448.41,24.48
2026-06-23,service-6,service-7,cross-region,543.28,10.87
2026-06-23,service-7,service-8,internet-egress,478.66,21.54
2026-06-23,service-8,service-9,VPC-peering,182.12,1.82
2026-06-24,service-1,service-2,cross-AZ,2240.37,22.4
2026-06-24,service-2,service-3,cross-region,1906.63,38.13
2026-06-24,service-3,service-4,internet-egress,1619.83,72.89
2026-06-24,service-4,service-5,VPC-peering,2326.42,23.26
2026-06-24,service-5,service-6,cross-AZ,1480.18,14.8
2026-06-24,service-6,service-7,cross-region,411.35,8.23
2026-06-24,service-7,service-8,internet-egress,524.47,23.6
2026-06-24,service-8,service-9,VPC-peering,417.24,4.17
2026-06-24,service-9,service-10,cross-AZ,838.38,8.38
2026-06-24,service-10,service-11,cross-region,1010.79,20.22
2026-06-24,service-11,service-12,internet-egress,2012.41,90.56
2026-06-24,service-12,service-1,VPC-peering,559.01,5.59
2026-06-24,service-1,service-2,cross-AZ,1840.88,18.41
2026-06-24,service-2,service-3,cross-region,1278.95,25.58
2026-06-24,service-3,service-4,internet-egress,2499.18,112.46
2026-06-24,service-4,service-5,VPC-peering,1963.8,19.64
2026-06-24,service-5,service-6,cross-AZ,2425.49,24.25
2026-06-24,service-6,service-7,cross-region,921.64,18.43
2026-06-24,service-7,service-8,internet-egress,395.32,17.79
2026-06-24,service-8,service-9,VPC-peering,1314.15,13.14
2026-06-25,service-1,service-2,cross-AZ,398.17,3.98
2026-06-25,service-2,service-3,cross-region,1281.88,25.64
2026-06-25,service-3,service-4,internet-egress,747.86,33.65
2026-06-25,service-4,service-5,VPC-peering,1278.51,12.79
2026-06-25,service-5,service-6,cross-AZ,2379.13,23.79
2026-06-25,service-6,service-7,cross-region,793.68,15.87
2026-06-25,service-7,service-8,internet-egress,2484.24,111.79
2026-06-25,service-8,service-9,VPC-peering,650.39,6.5
2026-06-25,service-9,service-10,cross-AZ,599.46,5.99
2026-06-25,service-10,service-11,cross-region,1407.49,28.15
2026-06-25,service-11,service-12,internet-egress,2120.91,95.44
2026-06-25,service-12,service-1,VPC-peering,1898.81,18.99
2026-06-25,service-1,service-2,cross-AZ,1836.49,18.36
2026-06-25,service-2,service-3,cross-region,778.32,15.57
2026-06-25,service-3,service-4,internet-egress,154.04,6.93
2026-06-25,service-4,service-5,VPC-peering,488.2,4.88
2026-06-25,service-5,service-6,cross-AZ,938.74,9.39
2026-06-25,service-6,service-7,cross-region,2432.04,48.64
2026-06-25,service-7,service-8,internet-egress,2307.47,103.84
2026-06-25,service-8,service-9,VPC-peering,581.55,5.82
2026-06-26,service-1,service-2,cross-AZ,1841.49,18.41
2026-06-26,service-2,service-3,cross-region,1489.64,29.79
2026-06-26,service-3,service-4,internet-egress,219.62,9.88
2026-06-26,service-4,service-5,VPC-peering,992.09,9.92
2026-06-26,service-5,service-6,cross-AZ,1266.58,12.67
2026-06-26,service-6,service-7,cross-region,1702.18,34.04
2026-06-26,service-7,service-8,internet-egress,807.77,36.35
2026-06-26,service-8,service-9,VPC-peering,2341.16,23.41
2026-06-26,service-9,service-10,cross-AZ,1184.51,11.85
2026-06-26,service-10,service-11,cross-region,696.47,13.93
2026-06-26,service-11,service-12,internet-egress,859.43,38.67
2026-06-26,service-12,service-1,VPC-peering,1904.53,19.05
2026-06-26,service-1,service-2,cross-AZ,1636.68,16.37
2026-06-26,service-2,service-3,cross-region,1881.23,37.62
2026-06-26,service-3,service-4,internet-egress,801.62,36.07
2026-06-26,service-4,service-5,VPC-peering,884.44,8.84
2026-06-26,service-5,service-6,cross-AZ,1052.13,10.52
2026-06-26,service-6,service-7,cross-region,552.62,11.05
2026-06-26,service-7,service-8,internet-egress,1758.51,79.13
2026-06-26,service-8,service-9,VPC-peering,890.44,8.9
2026-06-27,service-1,service-2,cross-AZ,882.97,8.83
2026-06-27,service-2,service-3,cross-region,746.48,14.93
2026-06-27,service-3,service-4,internet-egress,1186.79,53.41
2026-06-27,service-4,service-5,VPC-peering,1952.74,19.53
2026-06-27,service-5,service-6,cross-AZ,2105.46,21.05
2026-06-27,service-6,service-7,cross-region,2030.82,40.62
2026-06-27,service-7,service-8,internet-egress,1590.86,71.59
2026-06-27,service-8,service-9,VPC-peering,773.03,7.73
2026-06-27,service-9,service-10,cross-AZ,1863.65,18.64
2026-06-27,service-10,service-11,cross-region,194.47,3.89
2026-06-27,service-11,service-12,internet-egress,2015.57,90.7
2026-06-27,service-12,service-1,VPC-peering,1972.55,19.73
2026-06-27,service-1,service-2,cross-AZ,1708.0,17.08
2026-06-27,service-2,service-3,cross-region,335.02,6.7
2026-06-27,service-3,service-4,internet-egress,2493.62,112.21
2026-06-27,service-4,service-5,VPC-peering,1915.38,19.15
2026-06-27,service-5,service-6,cross-AZ,1863.54,18.64
2026-06-27,service-6,service-7,cross-region,253.62,5.07
2026-06-27,service-7,service-8,internet-egress,1056.89,47.56
2026-06-27,service-8,service-9,VPC-peering,306.82,3.07
2026-06-28,service-1,service-2,cross-AZ,966.49,9.66
2026-06-28,service-2,service-3,cross-region,1469.17,29.38
2026-06-28,service-3,service-4,internet-egress,2209.29,99.42
2026-06-28,service-4,service-5,VPC-peering,779.05,7.79
2026-06-28,service-5,service-6,cross-AZ,1596.2,15.96
2026-06-28,service-6,service-7,cross-region,495.16,9.9
